ts_code,name,last_chg
850141.SI,饲料,8.17647631843521
851323.SI,女装,7.837077056614183
851115.SI,家电零部件,7.3843777940339805
852121.SI,酒店,7.253565682676832
850171.SI,畜禽养殖,6.176978937053423
851231.SI,白酒,5.908012387699202
850935.SI,船舶制造,5.75794120324018
850913.SI,商用载客车,5.745290697898708
851242.SI,调味发酵品,5.70053507906616
857411.SI,航天装备,5.205856407420573
850344.SI,其他纤维,5.158427357519102
851111.SI,冰箱,5.050928207655669
857421.SI,航空装备,4.990950195570676
850383.SI,磷化工及磷酸盐,4.449894642301966
852243.SI,营销服务,4.443548088360583
850811.SI,集成电路,4.185374510815154
857431.SI,地面兵装,3.8493794745878773
850615.SI,耐火材料,3.777326250336621
851613.SI,燃机发电,3.6898499356733616
850712.SI,机械基础件,3.626629470466969
850372.SI,聚氨酯,3.5875643305806504
851114.SI,小家电,3.401404536604291
850361.SI,轮胎,3.296619428644876
850345.SI,氨纶,3.2346416487997187
851233.SI,其他酒类,3.1916616069621595
852033.SI,多业态零售,3.1636481081215306
852111.SI,人工景点,3.1336732492081465
851112.SI,空调,2.913906975508862
850725.SI,冶金矿采化工设备,2.7161810595196068
857343.SI,低压设备,2.6842000652533393
852242.SI,影视动漫,2.5464178689486916
851324.SI,休闲服装,2.534691585786475
852225.SI,软件开发,2.4480810690342025
852052.SI,专业市场,2.399416242202279
852226.SI,IT服务,2.394149576980764
851315.SI,辅料,2.3831788067785853
852221.SI,互联网信息服务,2.364459532481167
850321.SI,纯碱,2.3597308393882077
850911.SI,乘用车,2.3491268036219592
857332.SI,风电设备,2.326294782525351
851021.SI,计算机设备,2.228733632451241
851432.SI,家具,2.191311189793743
850921.SI,汽车零部件,2.1547049680904706
850724.SI,重型机械,2.1543985637342944
857242.SI,化学工程,2.074176323150123
850812.SI,分立器件,1.9424082911070784
850341.SI,涤纶,1.927697030022868
850362.SI,其他橡胶制品,1.9240556824121624
851325.SI,鞋帽,1.907433007230952
850711.SI,机床工具,1.9035731003276712
851235.SI,葡萄酒,1.8776386325928263
851312.SI,棉纺,1.8172317173154928
851511.SI,化学原料药,1.8168903946738757
852223.SI,其他互联网服务,1.8064198511851925
851236.SI,黄酒,1.8030378624092291
850912.SI,商用载货车,1.7662583451257596
851561.SI,医疗服务,1.7448891734918703
850324.SI,其他化学原料,1.722112170008927
857241.SI,钢结构,1.7067195882042752
857234.SI,铁路建设,1.624878643711769
851243.SI,乳品,1.6220347986059869
852244.SI,其他文化传媒,1.6118478450532159
850553.SI,铅锌,1.5896666732450493
851781.SI,物流,1.538805238433083
850323.SI,无机盐,1.5221371372168058
850332.SI,磷肥,1.4642104547617496
850813.SI,半导体材料,1.3911223217185853
850531.SI,黄金,1.3856563588630078
850122.SI,水产养殖,1.3439390797881368
850342.SI,维纶,1.3068256255731825
857321.SI,电网自动化,1.3015240435966025
857333.SI,光伏设备,1.2395696916703836
852241.SI,平面媒体,1.1964442409675424
850741.SI,电机,1.1873365384404533
851761.SI,航运,1.1755629563995118
850152.SI,粮油加工,1.1401668133240062
850335.SI,涂料油漆油墨制造,1.1151484093256947
851921.SI,多元金融,1.1139896373057123
850941.SI,汽车服务,1.0945107994506653
850338.SI,纺织化学用品,1.0876182888239105
850729.SI,环保设备,1.0749954678907825
851232.SI,啤酒,1.0606400618369038
851434.SI,珠宝首饰,1.0104630123335845
850241.SI,油气钻采服务,1.0069803216256057
851512.SI,化学制剂,0.9972157318523189
852131.SI,旅游综合,0.9782097823861635
851244.SI,食品综合,0.9751510063937152
857244.SI,其他专业工程,0.963001620567483
857322.SI,工控自动化,0.9470351681310829
850211.SI,石油开采,0.8991938262247645
850221.SI,煤炭开采,0.8801633242051077
851316.SI,其他纺织,0.8754388556236004
852031.SI,百货,0.870492887188834
851012.SI,终端设备,0.8610417790264613
857231.SI,城轨建设,0.8552018428749752
851327.SI,其他服装,0.8123649055332471
850337.SI,民爆用品,0.8109817343104897
850552.SI,铜,0.8082988862852414
850544.SI,其他稀有小金属,0.778022035274395
851631.SI,燃气,0.7427871260378804
852141.SI,餐饮,0.7395485007839486
851741.SI,航空运输,0.738866879862532
850731.SI,仪器仪表,0.715457735515046
851771.SI,铁路运输,0.7088804204518739
851322.SI,男装,0.6903719531313524
852021.SI,贸易,0.6846877028413578
850412.SI,特钢,0.6780939029959354
850411.SI,普钢,0.6756133361291772
850936.SI,铁路设备,0.6624127622855358
852032.SI,超市,0.6303031776518697
850313.SI,石油贸易,0.6157158959002818
850751.SI,金属制品,0.6044606897485316
850832.SI,LED,0.592559525952363
858811.SI,其他交运设备,0.5873727499494219
851113.SI,洗衣机,0.5848278354420255
857221.SI,装修装饰,0.5756441248047084
851122.SI,其它视听器材,0.5606608729399554
852224.SI,有线电视网络,0.49289006087192
851551.SI,医疗器械,0.43314111835308644
850333.SI,农药,0.42755920262413927
850841.SI,其他电子,0.3432161082760121
850181.SI,动物保健,0.29469632237482113
850331.SI,氮肥,0.2356111883096368
850311.SI,石油加工,0.22743652708308026
857341.SI,高压设备,0.21106049628989432
851621.SI,水务,0.20386950892612443
850339.SI,其他化学制品,0.18141662722825913
857342.SI,中压设备,0.1400977927705549
851311.SI,毛纺,0.08645068647705756
851731.SI,高速公路,0.044886847738001556
852112.SI,自然景点,0.03788211896338378
851615.SI,新能源发电,0.032002784803730755
852041.SI,专业连锁,-0.005553557116444452
857323.SI,计量仪表,-0.006044721265807684
850721.SI,纺织服装设备,-0.009621794739622658
850726.SI,印刷包装机械,-0.03452002161253853
857235.SI,其他基础建设,-0.0377446539844728
850154.SI,其他农产品加工,-0.05593466830742244
850623.SI,房屋建设,-0.0871019238164128
857344.SI,线缆部件及其他,-0.11766683476215345
850541.SI,稀土,-0.12614670051153132
851313.SI,丝绸,-0.1492059210304486
851314.SI,印染,-0.15455321918086407
852222.SI,移动互联网服务,-0.15607559734388543
851721.SI,公交,-0.21590746822790496
850334.SI,日用化学产品,-0.21964528924930393
851241.SI,肉制品,-0.2869152018302734
850523.SI,非金属新材料,-0.2992040949168606
857331.SI,综合电力设备商,-0.3087836143378042
850363.SI,炭黑,-0.38582430272484647
857243.SI,国际工程承包,-0.3956956448059712
850616.SI,管材,-0.41692027916667707
851435.SI,文娱用品,-0.4366555969004593
851931.SI,证券,-0.45896974749672914
850231.SI,其他采掘,-0.46208136360610386
850113.SI,其他种植业,-0.46503027148453446
857232.SI,路桥施工,-0.48087167349102344
851641.SI,环保工程及服务,-0.5055413469735814
850351.SI,其他塑料制品,-0.5093222740680581
850353.SI,改性塑料,-0.5450671685584552
857233.SI,水利工程,-0.5554514320764703
850131.SI,林业,-0.5733428890481562
851941.SI,保险,-0.5765883376849357
850522.SI,磁性材料,-0.6076178960096712
850714.SI,内燃机,-0.6508841656586606
857336.SI,其它电源设备,-0.7324605058316114
851612.SI,水电,-0.7413718893564014
851911.SI,银行,-0.7685097332144619
851711.SI,港口,-0.8558548132832411
850713.SI,磨具磨料,-0.878850634222117
851611.SI,火电,-0.8975718319913617
851821.SI,园区开发,-0.9060570462296358
850222.SI,焦炭加工,-0.9096939258978476
851433.SI,其他家用轻工,-0.9148983213916551
850551.SI,铝,-0.9400016591314508
850727.SI,其它专用机械,-0.9914718124481747
850716.SI,其它通用机械,-0.9975978125358331
850612.SI,水泥制造,-1.0018033060109621
852311.SI,综合,-1.0048431161519988
850382.SI,氟化工及制冷剂,-1.0159441773021416
850322.SI,氯碱,-1.0537716011320253
851013.SI,通信传输设备,-1.0931272398432612
850722.SI,工程机械,-1.1093010803204573
850121.SI,海洋捕捞,-1.126408010012514
850161.SI,农业综合,-1.1559608421617296
850112.SI,粮食种植,-1.170196391651801
850521.SI,金属新材料,-1.1962691099397849
857335.SI,储能设备,-1.2157563544419436
850151.SI,果蔬加工,-1.266217028954375
850542.SI,钨,-1.3129064178682426
850723.SI,农用机械,-1.3250422045981702
850614.SI,其他建材,-1.3257917602367386
851411.SI,造纸,-1.3317451817449366
850381.SI,复合肥,-1.3781905604860811
851121.SI,彩电,-1.4305466921931576
850852.SI,电子零部件制造,-1.451016365454405
851326.SI,家纺,-1.4943457189014575
850373.SI,玻纤,-1.5205379451965428
852211.SI,通信运营,-1.5642582941603589
850336.SI,钾肥,-1.5872521001125905
851531.SI,生物制品,-1.6364716435571802
850851.SI,电子系统组装,-1.7125184638109303
851014.SI,通信配套服务,-1.7134489172028977
857251.SI,园林工程,-1.7181471517702551
851811.SI,房地产开发,-1.7608069807404703
850822.SI,印制电路板,-1.7735804463001936
850543.SI,锂,-1.8534740108340886
850343.SI,粘胶,-1.9292750465295772
851541.SI,医药商业,-1.9578487209787943
852151.SI,其他休闲服务,-2.0736974087489535
850715.SI,制冷空调设备,-2.2175728303675424
850611.SI,玻璃制造,-2.2186433586878107
851234.SI,软饮料,-2.3394661046125864
851421.SI,包装印刷,-2.4779929200202333
857334.SI,火电设备,-2.584488036735677
850728.SI,楼宇设备,-2.6187415816817383
852051.SI,一般物业经营,-2.762177245593589
851751.SI,机场,-2.810736293294225
850823.SI,被动元件,-2.9901956999045076
850111.SI,种子生产,-3.0304079794971295
851521.SI,中药,-3.047712711951356
850831.SI,显示器件,-3.0753519023440923
850833.SI,光学元件,-3.283413160636528
851614.SI,热电,-3.3150565972958512
850242.SI,其他采掘服务,-3.6263049551536586
850352.SI,合成革,-3.66623964960745
851441.SI,其他轻工制造,-13.540645090988335
